TIME,FOREIGN,DOMESTIC,MALE,FEMALE,ORIGIN_UNCATEGORIZED,SEX_UNCATEGORIZED,UNCATEGORIZED,LOCATION
19/03/2025,551,3175,2102,1624,0,0,0,FS
19/03/2025,17,978,506,489,0,0,0,ALITAPTAP
19/03/2025,105,152,128,129,0,0,0,BSD
19/03/2025,8,86,44,50,0,0,0,MDI
19/03/2025,156,227,192,192,0,0,0,CM
19/03/2025,52,281,142,191,0,35,0,CDT
20/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
20/03/2025,24,411,229,206,0,0,0,RIVERWALK
20/03/2025,540,1161,835,867,0,0,0,PSL
20/03/2025,142,199,169,172,0,0,0,PRG
20/03/2025,674,2625,1636,1662,0,454,0,PR
20/03/2025,39,714,459,295,0,0,0,PLAZA_MEXICO
20/03/2025,8,86,44,50,0,0,0,MDI
20/03/2025,551,3175,2102,1624,0,0,0,FS
20/03/2025,156,227,192,192,0,0,0,CM
20/03/2025,51,281,142,190,0,35,0,CDT
20/03/2025,105,152,128,129,0,0,0,BSD
20/03/2025,109,633,367,375,0,0,0,ASEAN
20/03/2025,17,978,506,489,0,0,0,ALITAPTAP
21/03/2025,674,2625,1636,1662,0,454,0,PR
21/03/2025,142,199,169,172,0,0,0,PRG
21/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
21/03/2025,23,411,229,206,0,0,0,RIVERWALK
21/03/2025,540,1161,835,867,0,0,0,PSL
21/03/2025,39,714,459,295,0,0,0,PLAZA_MEXICO
21/03/2025,8,86,44,50,0,0,0,MDI
21/03/2025,551,3175,2102,1624,0,0,0,FS
21/03/2025,156,227,192,192,0,0,0,CM
21/03/2025,51,281,142,190,0,35,0,CDT
21/03/2025,105,152,128,129,0,0,0,BSD
21/03/2025,109,633,366,375,0,0,0,ASEAN
21/03/2025,17,978,506,488,0,0,0,ALITAPTAP
22/03/2025,23,411,229,206,0,0,0,RIVERWALK
22/03/2025,540,1161,835,866,0,0,0,PSL
22/03/2025,142,199,169,172,0,0,0,PRG
22/03/2025,674,2625,1636,1662,0,454,0,PR
22/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
22/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
22/03/2025,8,86,44,50,0,0,0,MDI
22/03/2025,551,3175,2102,1624,0,0,0,FS
22/03/2025,156,227,192,192,0,0,0,CM
22/03/2025,51,281,142,190,0,35,0,CDT
22/03/2025,104,152,128,129,0,0,0,BSD
22/03/2025,109,633,366,375,0,0,0,ASEAN
22/03/2025,17,978,506,488,0,0,0,ALITAPTAP
23/03/2025,540,1161,835,866,0,0,0,PSL
23/03/2025,141,199,169,172,0,0,0,PRG
23/03/2025,674,2625,1636,1662,0,454,0,PR
23/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
23/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
23/03/2025,23,411,229,206,0,0,0,RIVERWALK
23/03/2025,551,3175,2102,1624,0,0,0,FS
23/03/2025,156,227,192,192,0,0,0,CM
23/03/2025,17,978,506,488,0,0,0,ALITAPTAP
23/03/2025,109,633,366,375,0,0,0,ASEAN
23/03/2025,8,86,44,50,0,0,0,MDI
23/03/2025,51,281,142,190,0,35,0,CDT
23/03/2025,104,152,128,129,0,0,0,BSD
24/03/2025,23,411,229,206,0,0,0,RIVERWALK
24/03/2025,540,1161,835,866,0,0,0,PSL
24/03/2025,141,199,169,172,0,0,0,PRG
24/03/2025,674,2625,1636,1662,0,454,0,PR
24/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
24/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
24/03/2025,156,227,191,192,0,0,0,CM
24/03/2025,51,280,141,190,0,35,0,CDT
24/03/2025,104,152,128,129,0,0,0,BSD
24/03/2025,109,633,366,375,0,0,0,ASEAN
24/03/2025,17,978,506,488,0,0,0,ALITAPTAP
24/03/2025,551,3175,2102,1624,0,0,0,FS
24/03/2025,8,86,44,50,0,0,0,MDI
25/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
25/03/2025,23,411,229,206,0,0,0,RIVERWALK
25/03/2025,540,1161,835,866,0,0,0,PSL
25/03/2025,141,199,169,172,0,0,0,PRG
25/03/2025,674,2625,1636,1662,0,454,0,PR
25/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
25/03/2025,551,3175,2102,1624,0,0,0,FS
25/03/2025,156,227,191,192,0,0,0,CM
25/03/2025,51,280,141,190,0,35,0,CDT
25/03/2025,104,152,128,129,0,0,0,BSD
25/03/2025,109,633,366,375,0,0,0,ASEAN
25/03/2025,17,977,506,488,0,0,0,ALITAPTAP
25/03/2025,8,86,44,50,0,0,0,MDI
26/03/2025,23,411,229,205,0,0,0,RIVERWALK
26/03/2025,540,1161,835,866,0,0,0,PSL
26/03/2025,141,199,169,172,0,0,0,PRG
26/03/2025,674,2625,1636,1662,0,454,0,PR
26/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
26/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
26/03/2025,551,3175,2102,1624,0,0,0,FS
26/03/2025,156,227,191,192,0,0,0,CM
26/03/2025,51,280,141,190,0,35,0,CDT
26/03/2025,104,152,128,129,0,0,0,BSD
26/03/2025,109,633,366,375,0,0,0,ASEAN
26/03/2025,17,977,506,488,0,0,0,ALITAPTAP
26/03/2025,8,86,44,50,0,0,0,MDI
27/03/2025,674,2625,1636,1662,0,454,0,PR
27/03/2025,23,411,229,205,0,0,0,RIVERWALK
27/03/2025,540,1161,835,866,0,0,0,PSL
27/03/2025,141,199,169,172,0,0,0,PRG
27/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
27/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
27/03/2025,8,86,44,50,0,0,0,MDI
27/03/2025,156,227,191,192,0,0,0,CM
27/03/2025,551,3175,2102,1624,0,0,0,FS
27/03/2025,51,280,141,190,0,35,0,CDT
27/03/2025,104,152,128,129,0,0,0,BSD
27/03/2025,109,633,366,375,0,0,0,ASEAN
27/03/2025,17,977,506,488,0,0,0,ALITAPTAP
28/03/2025,23,411,229,205,0,0,0,RIVERWALK
28/03/2025,540,1161,835,866,0,0,0,PSL
28/03/2025,141,199,169,171,0,0,0,PRG
28/03/2025,673,2625,1636,1662,0,454,0,PR
28/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
28/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
28/03/2025,551,3175,2102,1624,0,0,0,FS
28/03/2025,156,227,191,192,0,0,0,CM
28/03/2025,51,280,141,190,0,35,0,CDT
28/03/2025,104,152,128,129,0,0,0,BSD
28/03/2025,109,632,366,375,0,0,0,ASEAN
28/03/2025,16,977,506,488,0,0,0,ALITAPTAP
28/03/2025,8,86,44,50,0,0,0,MDI
29/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
29/03/2025,23,411,229,205,0,0,0,RIVERWALK
29/03/2025,540,1161,835,866,0,0,0,PSL
29/03/2025,141,199,169,171,0,0,0,PRG
29/03/2025,673,2625,1636,1662,0,454,0,PR
29/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
29/03/2025,551,3175,2102,1624,0,0,0,FS
29/03/2025,156,227,191,192,0,0,0,CM
29/03/2025,51,280,141,190,0,35,0,CDT
29/03/2025,104,152,128,128,0,0,0,BSD
29/03/2025,109,632,366,375,0,0,0,ASEAN
29/03/2025,16,977,506,488,0,0,0,ALITAPTAP
29/03/2025,8,86,44,50,0,0,0,MDI
30/03/2025,8,86,44,50,0,0,0,MDI
30/03/2025,23,411,229,205,0,0,0,RIVERWALK
30/03/2025,540,1161,835,866,0,0,0,PSL
30/03/2025,141,199,169,171,0,0,0,PRG
30/03/2025,673,2625,1636,1662,0,454,0,PR
30/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
30/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
30/03/2025,156,227,191,192,0,0,0,CM
30/03/2025,51,280,141,190,0,35,0,CDT
30/03/2025,104,152,128,128,0,0,0,BSD
30/03/2025,109,632,366,375,0,0,0,ASEAN
30/03/2025,16,977,506,488,0,0,0,ALITAPTAP
30/03/2025,551,3175,2102,1624,0,0,0,FS
31/03/2025,673,2625,1636,1662,0,454,0,PR
31/03/2025,141,199,169,171,0,0,0,PRG
31/03/2025,385,1500,873,1011,0,0,0,PLAZUELA
31/03/2025,23,411,229,205,0,0,0,RIVERWALK
31/03/2025,540,1161,835,866,0,0,0,PSL
31/03/2025,39,714,458,295,0,0,0,PLAZA_MEXICO
31/03/2025,551,3175,2102,1624,0,0,0,FS
31/03/2025,8,86,44,50,0,0,0,MDI
31/03/2025,156,227,191,192,0,0,0,CM
31/03/2025,51,280,141,190,0,35,0,CDT
31/03/2025,104,152,128,128,0,0,0,BSD
31/03/2025,109,632,366,375,0,0,0,ASEAN
31/03/2025,16,977,506,488,0,0,0,ALITAPTAP
1/4/2025,71,1660,905,826,0,0,0,RIVERWALK
1/4/2025,584,1137,886,835,0,0,0,PSL
1/4/2025,97,222,138,181,0,0,0,PRG
1/4/2025,735,1663,1216,1182,0,0,0,PR
1/4/2025,424,1012,659,777,0,0,0,PLAZUELA
1/4/2025,84,2051,1062,1073,0,0,0,PLAZA_MEXICO
1/4/2025,12,97,36,44,0,15,0,MDI
1/4/2025,427,2288,1340,1374,0,0,0,FS
1/4/2025,121,226,166,181,0,0,0,CM
1/4/2025,45,286,137,194,0,22,0,CDT
1/4/2025,85,148,113,120,0,0,0,BSD
1/4/2025,66,377,213,230,0,0,0,ASEAN
1/4/2025,28,693,375,347,0,0,0,ALITAPTAP
2/4/2025,71,1660,905,826,0,0,0,RIVERWALK
2/4/2025,584,1137,886,835,0,0,0,PSL
2/4/2025,97,222,138,181,0,0,0,PRG
2/4/2025,735,1663,1216,1182,0,0,0,PR
2/4/2025,424,1012,659,777,0,0,0,PLAZUELA
2/4/2025,84,2051,1062,1073,0,0,0,PLAZA_MEXICO
2/4/2025,12,97,36,44,0,15,0,MDI
2/4/2025,121,226,166,181,0,0,0,CM
2/4/2025,45,286,137,194,0,21,0,CDT
2/4/2025,85,148,113,119,0,0,0,BSD
2/4/2025,66,377,213,230,0,0,0,ASEAN
2/4/2025,28,693,375,347,0,0,0,ALITAPTAP
2/4/2025,427,2288,1340,1374,0,0,0,FS
3/4/2025,121,226,166,181,0,0,0,CM
3/4/2025,97,222,138,181,0,0,0,PRG
3/4/2025,735,1663,1216,1181,0,0,0,PR
3/4/2025,424,1012,659,777,0,0,0,PLAZUELA
3/4/2025,84,2051,1062,1073,0,0,0,PLAZA_MEXICO
3/4/2025,12,97,36,44,0,15,0,MDI
3/4/2025,45,286,137,194,0,21,0,CDT
3/4/2025,584,1137,886,834,0,0,0,PSL
3/4/2025,85,148,113,119,0,0,0,BSD
3/4/2025,66,377,213,230,0,0,0,ASEAN
3/4/2025,28,693,375,347,0,0,0,ALITAPTAP
3/4/2025,427,2288,1340,1374,0,0,0,FS
3/4/2025,71,1660,905,826,0,0,0,RIVERWALK
4/4/2025,424,1012,659,777,0,0,0,PLAZUELA
4/4/2025,735,1663,1216,1181,0,0,0,PR
4/4/2025,84,2051,1062,1073,0,0,0,PLAZA_MEXICO
4/4/2025,584,1137,886,834,0,0,0,PSL
4/4/2025,97,222,138,181,0,0,0,PRG
4/4/2025,12,97,36,44,0,15,0,MDI
4/4/2025,71,1660,905,826,0,0,0,RIVERWALK
4/4/2025,121,226,166,181,0,0,0,CM
4/4/2025,45,286,137,193,0,21,0,CDT
4/4/2025,85,148,113,119,0,0,0,BSD
4/4/2025,66,377,213,230,0,0,0,ASEAN
4/4/2025,28,693,375,347,0,0,0,ALITAPTAP
4/4/2025,427,2288,1340,1374,0,0,0,FS
5/4/2025,71,1660,905,826,0,0,0,RIVERWALK
5/4/2025,584,1136,886,834,0,0,0,PSL
5/4/2025,97,221,138,181,0,0,0,PRG
5/4/2025,735,1663,1216,1181,0,0,0,PR
5/4/2025,424,1012,659,777,0,0,0,PLAZUELA
5/4/2025,84,2051,1062,1073,0,0,0,PLAZA_MEXICO
5/4/2025,12,97,36,44,0,14,0,MDI
5/4/2025,427,2288,1340,1374,0,0,0,FS
5/4/2025,120,226,166,181,0,0,0,CM
5/4/2025,45,286,137,193,0,21,0,CDT
5/4/2025,85,148,113,119,0,0,0,BSD
5/4/2025,66,377,213,230,0,0,0,ASEAN
5/4/2025,28,693,375,347,0,0,0,ALITAPTAP
6/4/2025,71,1660,905,826,0,0,0,RIVERWALK
6/4/2025,584,1136,886,834,0,0,0,PSL
6/4/2025,97,221,138,181,0,0,0,PRG
6/4/2025,734,1663,1216,1181,0,0,0,PR
6/4/2025,424,1012,659,777,0,0,0,PLAZUELA
6/4/2025,84,2051,1062,1073,0,0,0,PLAZA_MEXICO
6/4/2025,12,97,36,44,0,14,0,MDI
6/4/2025,427,2288,1340,1374,0,0,0,FS
6/4/2025,120,226,166,181,0,0,0,CM
6/4/2025,45,286,137,193,0,21,0,CDT
6/4/2025,85,148,113,119,0,0,0,BSD
6/4/2025,66,377,213,230,0,0,0,ASEAN
6/4/2025,28,693,375,347,0,0,0,ALITAPTAP
7/4/2025,71,1660,905,826,0,0,0,RIVERWALK
7/4/2025,584,1136,886,834,0,0,0,PSL
7/4/2025,97,221,138,181,0,0,0,PRG
7/4/2025,734,1663,1216,1181,0,0,0,PR
7/4/2025,424,1012,659,777,0,0,0,PLAZUELA
7/4/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
7/4/2025,12,96,36,44,0,14,0,MDI
7/4/2025,426,2288,1340,1374,0,0,0,FS
7/4/2025,120,226,166,181,0,0,0,CM
7/4/2025,45,286,137,193,0,21,0,CDT
7/4/2025,85,148,113,119,0,0,0,BSD
7/4/2025,66,377,213,230,0,0,0,ASEAN
7/4/2025,28,693,374,346,0,0,0,ALITAPTAP
8/4/2025,584,1136,886,834,0,0,0,PSL
8/4/2025,97,221,138,181,0,0,0,PRG
8/4/2025,734,1663,1216,1181,0,0,0,PR
8/4/2025,424,1012,659,777,0,0,0,PLAZUELA
8/4/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
8/4/2025,12,96,36,44,0,14,0,MDI
8/4/2025,71,1660,905,826,0,0,0,RIVERWALK
8/4/2025,120,226,166,181,0,0,0,CM
8/4/2025,45,286,137,193,0,21,0,CDT
8/4/2025,85,148,113,119,0,0,0,BSD
8/4/2025,66,377,213,230,0,0,0,ASEAN
8/4/2025,28,693,374,346,0,0,0,ALITAPTAP
8/4/2025,426,2288,1340,1374,0,0,0,FS
9/4/2025,71,1660,905,826,0,0,0,RIVERWALK
9/4/2025,584,1136,886,834,0,0,0,PSL
9/4/2025,97,221,138,180,0,0,0,PRG
9/4/2025,734,1662,1216,1181,0,0,0,PR
9/4/2025,424,1012,659,777,0,0,0,PLAZUELA
9/4/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
9/4/2025,12,96,36,43,0,14,0,MDI
9/4/2025,426,2288,1340,1374,0,0,0,FS
9/4/2025,120,226,166,181,0,0,0,CM
9/4/2025,45,286,137,193,0,21,0,CDT
9/4/2025,84,148,113,119,0,0,0,BSD
9/4/2025,66,377,213,230,0,0,0,ASEAN
9/4/2025,28,693,374,346,0,0,0,ALITAPTAP
10/4/2025,584,1136,886,834,0,0,0,PSL
10/4/2025,97,221,138,180,0,0,0,PRG
10/4/2025,734,1662,1216,1181,0,0,0,PR
10/4/2025,424,1012,659,777,0,0,0,PLAZUELA
10/4/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
10/4/2025,12,96,36,43,0,14,0,MDI
10/4/2025,71,1660,905,826,0,0,0,RIVERWALK
10/4/2025,120,226,166,181,0,0,0,CM
10/4/2025,45,286,137,193,0,21,0,CDT
10/4/2025,84,148,113,119,0,0,0,BSD
10/4/2025,66,377,212,230,0,0,0,ASEAN
10/4/2025,28,693,374,346,0,0,0,ALITAPTAP
10/4/2025,426,2288,1340,1374,0,0,0,FS
11/4/2025,584,1136,886,834,0,0,0,PSL
11/4/2025,97,221,138,180,0,0,0,PRG
11/4/2025,734,1662,1216,1181,0,0,0,PR
11/4/2025,424,1012,658,777,0,0,0,PLAZUELA
11/4/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
11/4/2025,12,96,36,43,0,14,0,MDI
11/4/2025,71,1660,905,826,0,0,0,RIVERWALK
11/4/2025,120,226,166,180,0,0,0,CM
11/4/2025,45,286,137,193,0,21,0,CDT
11/4/2025,84,147,113,119,0,0,0,BSD
11/4/2025,65,377,212,230,0,0,0,ASEAN
11/4/2025,28,693,374,346,0,0,0,ALITAPTAP
11/4/2025,426,2287,1340,1374,0,0,0,FS
12/4/2025,70,1660,905,825,0,0,0,RIVERWALK
12/4/2025,584,1136,886,834,0,0,0,PSL
12/4/2025,97,221,138,180,0,0,0,PRG
12/4/2025,734,1662,1215,1181,0,0,0,PR
12/4/2025,423,1012,658,777,0,0,0,PLAZUELA
12/4/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
12/4/2025,12,96,36,43,0,14,0,MDI
12/4/2025,120,226,166,180,0,0,0,CM
12/4/2025,44,286,137,193,0,21,0,CDT
12/4/2025,84,147,113,119,0,0,0,BSD
12/4/2025,65,377,212,230,0,0,0,ASEAN
12/4/2025,28,693,374,346,0,0,0,ALITAPTAP
12/4/2025,426,2287,1340,1374,0,0,0,FS
13/04/2025,70,1660,905,825,0,0,0,RIVERWALK
13/04/2025,584,1136,886,834,0,0,0,PSL
13/04/2025,97,221,138,180,0,0,0,PRG
13/04/2025,734,1662,1215,1181,0,0,0,PR
13/04/2025,423,1012,658,777,0,0,0,PLAZUELA
13/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
13/04/2025,12,96,36,43,0,14,0,MDI
13/04/2025,120,226,166,180,0,0,0,CM
13/04/2025,28,693,374,346,0,0,0,ALITAPTAP
13/04/2025,65,377,212,230,0,0,0,ASEAN
13/04/2025,426,2287,1340,1374,0,0,0,FS
13/04/2025,44,286,137,193,0,21,0,CDT
13/04/2025,84,147,113,119,0,0,0,BSD
14/04/2025,70,1660,905,825,0,0,0,RIVERWALK
14/04/2025,584,1136,886,834,0,0,0,PSL
14/04/2025,97,221,138,180,0,0,0,PRG
14/04/2025,734,1662,1215,1181,0,0,0,PR
14/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
14/04/2025,12,96,36,43,0,14,0,MDI
14/04/2025,423,1012,658,777,0,0,0,PLAZUELA
14/04/2025,120,226,165,180,0,0,0,CM
14/04/2025,44,286,137,193,0,21,0,CDT
14/04/2025,84,147,113,119,0,0,0,BSD
14/04/2025,65,377,212,230,0,0,0,ASEAN
14/04/2025,28,693,374,346,0,0,0,ALITAPTAP
14/04/2025,426,2287,1340,1374,0,0,0,FS
15/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
15/04/2025,70,1660,905,825,0,0,0,RIVERWALK
15/04/2025,584,1136,886,834,0,0,0,PSL
15/04/2025,97,221,138,180,0,0,0,PRG
15/04/2025,734,1662,1215,1181,0,0,0,PR
15/04/2025,12,96,36,43,0,14,0,MDI
15/04/2025,423,1011,658,777,0,0,0,PLAZUELA
15/04/2025,120,226,165,180,0,0,0,CM
15/04/2025,44,286,137,193,0,21,0,CDT
15/04/2025,84,147,113,119,0,0,0,BSD
15/04/2025,65,377,212,230,0,0,0,ASEAN
15/04/2025,28,693,374,346,0,0,0,ALITAPTAP
15/04/2025,426,2287,1340,1374,0,0,0,FS
16/04/2025,70,1660,905,825,0,0,0,RIVERWALK
16/04/2025,584,1136,886,834,0,0,0,PSL
16/04/2025,97,221,138,180,0,0,0,PRG
16/04/2025,734,1662,1215,1181,0,0,0,PR
16/04/2025,423,1011,658,776,0,0,0,PLAZUELA
16/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
16/04/2025,12,96,36,43,0,14,0,MDI
16/04/2025,120,226,165,180,0,0,0,CM
16/04/2025,44,286,137,193,0,21,0,CDT
16/04/2025,84,147,113,119,0,0,0,BSD
16/04/2025,65,377,212,230,0,0,0,ASEAN
16/04/2025,28,693,374,346,0,0,0,ALITAPTAP
16/04/2025,426,2287,1340,1374,0,0,0,FS
17/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
17/04/2025,70,1660,905,825,0,0,0,RIVERWALK
17/04/2025,584,1136,886,834,0,0,0,PSL
17/04/2025,97,221,138,180,0,0,0,PRG
17/04/2025,734,1662,1215,1181,0,0,0,PR
17/04/2025,12,96,36,43,0,14,0,MDI
17/04/2025,423,1011,658,776,0,0,0,PLAZUELA
17/04/2025,120,226,165,180,0,0,0,CM
17/04/2025,28,693,374,346,0,0,0,ALITAPTAP
17/04/2025,65,377,212,230,0,0,0,ASEAN
17/04/2025,426,2287,1340,1374,0,0,0,FS
17/04/2025,44,286,137,193,0,21,0,CDT
17/04/2025,84,147,113,119,0,0,0,BSD
18/04/2025,70,1660,905,825,0,0,0,RIVERWALK
18/04/2025,584,1136,886,834,0,0,0,PSL
18/04/2025,97,221,138,180,0,0,0,PRG
18/04/2025,734,1662,1215,1181,0,0,0,PR
18/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
18/04/2025,423,1011,658,776,0,0,0,PLAZUELA
18/04/2025,120,226,165,180,0,0,0,CM
18/04/2025,44,286,137,193,0,21,0,CDT
18/04/2025,84,147,112,119,0,0,0,BSD
18/04/2025,65,377,212,230,0,0,0,ASEAN
18/04/2025,28,693,374,346,0,0,0,ALITAPTAP
18/04/2025,426,2287,1340,1374,0,0,0,FS
18/04/2025,12,96,36,43,0,14,0,MDI
19/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
19/04/2025,70,1660,905,825,0,0,0,RIVERWALK
19/04/2025,584,1136,886,834,0,0,0,PSL
19/04/2025,97,221,138,180,0,0,0,PRG
19/04/2025,734,1662,1215,1181,0,0,0,PR
19/04/2025,423,1011,658,776,0,0,0,PLAZUELA
19/04/2025,12,96,36,43,0,14,0,MDI
19/04/2025,120,226,165,180,0,0,0,CM
19/04/2025,44,286,137,193,0,21,0,CDT
19/04/2025,84,147,112,119,0,0,0,BSD
19/04/2025,65,377,212,230,0,0,0,ASEAN
19/04/2025,28,693,374,346,0,0,0,ALITAPTAP
19/04/2025,426,2287,1340,1374,0,0,0,FS
20/04/2025,70,1660,905,825,0,0,0,RIVERWALK
20/04/2025,584,1136,886,834,0,0,0,PSL
20/04/2025,97,221,138,180,0,0,0,PRG
20/04/2025,734,1662,1215,1181,0,0,0,PR
20/04/2025,423,1011,658,776,0,0,0,PLAZUELA
20/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
20/04/2025,12,96,36,43,0,14,0,MDI
20/04/2025,120,225,165,180,0,0,0,CM
20/04/2025,44,286,137,193,0,21,0,CDT
20/04/2025,84,147,112,119,0,0,0,BSD
20/04/2025,65,377,212,230,0,0,0,ASEAN
20/04/2025,28,693,374,346,0,0,0,ALITAPTAP
20/04/2025,426,2287,1340,1374,0,0,0,FS
21/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
21/04/2025,584,1136,886,834,0,0,0,PSL
21/04/2025,97,221,137,180,0,0,0,PRG
21/04/2025,734,1662,1215,1181,0,0,0,PR
21/04/2025,423,1011,658,776,0,0,0,PLAZUELA
21/04/2025,12,96,36,43,0,14,0,MDI
21/04/2025,70,1660,905,825,0,0,0,RIVERWALK
21/04/2025,120,225,165,180,0,0,0,CM
21/04/2025,44,286,137,193,0,21,0,CDT
21/04/2025,84,147,112,119,0,0,0,BSD
21/04/2025,65,377,212,230,0,0,0,ASEAN
21/04/2025,28,692,374,346,0,0,0,ALITAPTAP
21/04/2025,426,2287,1340,1374,0,0,0,FS
22/04/2025,70,1660,905,825,0,0,0,RIVERWALK
22/04/2025,584,1136,886,834,0,0,0,PSL
22/04/2025,97,221,137,180,0,0,0,PRG
22/04/2025,734,1662,1215,1181,0,0,0,PR
22/04/2025,423,1011,658,776,0,0,0,PLAZUELA
22/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
22/04/2025,65,377,212,230,0,0,0,ASEAN
22/04/2025,426,2287,1339,1374,0,0,0,FS
22/04/2025,120,225,165,180,0,0,0,CM
22/04/2025,44,286,137,193,0,21,0,CDT
22/04/2025,84,147,112,119,0,0,0,BSD
22/04/2025,12,96,35,43,0,14,0,MDI
22/04/2025,28,692,374,346,0,0,0,ALITAPTAP
23/04/2025,584,1136,886,834,0,0,0,PSL
23/04/2025,97,221,137,180,0,0,0,PRG
23/04/2025,734,1662,1215,1181,0,0,0,PR
23/04/2025,423,1011,658,776,0,0,0,PLAZUELA
23/04/2025,83,2051,1061,1073,0,0,0,PLAZA_MEXICO
23/04/2025,12,96,35,43,0,14,0,MDI
23/04/2025,70,1660,905,825,0,0,0,RIVERWALK
23/04/2025,120,225,165,180,0,0,0,CM
23/04/2025,44,285,137,193,0,21,0,CDT
23/04/2025,84,147,112,119,0,0,0,BSD
23/04/2025,65,377,212,230,0,0,0,ASEAN
23/04/2025,27,692,374,346,0,0,0,ALITAPTAP
23/04/2025,426,2287,1339,1374,0,0,0,FS
24/04/2025,70,1660,905,825,0,0,0,RIVERWALK
24/04/2025,584,1136,886,834,0,0,0,PSL
24/04/2025,97,221,137,180,0,0,0,PRG
24/04/2025,734,1662,1215,1181,0,0,0,PR
24/04/2025,423,1011,658,776,0,0,0,PLAZUELA
24/04/2025,83,2050,1061,1072,0,0,0,PLAZA_MEXICO
24/04/2025,12,96,35,43,0,14,0,MDI
24/04/2025,120,225,165,180,0,0,0,CM
24/04/2025,44,285,137,193,0,21,0,CDT
24/04/2025,84,147,112,119,0,0,0,BSD
24/04/2025,65,377,212,230,0,0,0,ASEAN
24/04/2025,27,692,374,346,0,0,0,ALITAPTAP
24/04/2025,426,2287,1339,1374,0,0,0,FS
25/04/2025,83,2050,1061,1072,0,0,0,PLAZA_MEXICO
25/04/2025,584,1136,886,834,0,0,0,PSL
25/04/2025,96,221,137,180,0,0,0,PRG
25/04/2025,734,1662,1215,1181,0,0,0,PR
25/04/2025,423,1011,658,776,0,0,0,PLAZUELA
25/04/2025,12,96,35,43,0,14,0,MDI
25/04/2025,70,1660,905,825,0,0,0,RIVERWALK
25/04/2025,120,225,165,180,0,0,0,CM
25/04/2025,44,285,137,193,0,21,0,CDT
25/04/2025,84,147,112,119,0,0,0,BSD
25/04/2025,65,377,212,230,0,0,0,ASEAN
25/04/2025,27,692,374,346,0,0,0,ALITAPTAP
25/04/2025,426,2287,1339,1374,0,0,0,FS
26/04/2025,70,1660,905,825,0,0,0,RIVERWALK
26/04/2025,583,1136,886,834,0,0,0,PSL
26/04/2025,96,221,137,180,0,0,0,PRG
26/04/2025,734,1662,1215,1181,0,0,0,PR
26/04/2025,423,1011,658,776,0,0,0,PLAZUELA
26/04/2025,83,2050,1061,1072,0,0,0,PLAZA_MEXICO
26/04/2025,12,96,35,43,0,14,0,MDI
26/04/2025,426,2287,1339,1373,0,0,0,FS
26/04/2025,120,225,165,180,0,0,0,CM
26/04/2025,44,285,137,193,0,21,0,CDT
26/04/2025,84,147,112,119,0,0,0,BSD
26/04/2025,65,376,212,230,0,0,0,ASEAN
26/04/2025,27,692,374,346,0,0,0,ALITAPTAP
27/04/2025,583,1136,886,834,0,0,0,PSL
27/04/2025,96,221,137,180,0,0,0,PRG
27/04/2025,734,1662,1215,1181,0,0,0,PR
27/04/2025,423,1011,658,776,0,0,0,PLAZUELA
27/04/2025,83,2050,1061,1072,0,0,0,PLAZA_MEXICO
27/04/2025,12,96,35,43,0,14,0,MDI
27/04/2025,70,1660,905,825,0,0,0,RIVERWALK
27/04/2025,120,225,165,180,0,0,0,CM
