TIME,FOREIGN,DOMESTIC,MALE,FEMALE,ORIGIN_UNCATEGORIZED,SEX_UNCATEGORIZED,UNCATEGORIZED,LOCATION
8/2/2025,145,178,163,159,0,0,0,PRG
8/2/2025,564,3089,1714,1938,0,0,0,PR
8/2/2025,9,172,89,93,0,0,0,MDI
8/2/2025,0,0,0,0,0,0,0,PLAZUELA
8/2/2025,191,289,230,250,0,0,0,CM
8/2/2025,13,948,543,418,0,0,0,ALITAPTAP
8/2/2025,0,0,0,0,0,0,0,ASEAN
8/2/2025,521,3975,2270,2225,0,0,0,FS
8/2/2025,59,328,179,209,0,0,0,CDT
8/2/2025,131,187,155,163,0,0,0,BSD
9/2/2025,0,0,0,0,0,0,0,RIVERWALK
9/2/2025,776,1543,1104,1215,0,0,0,PSL
9/2/2025,145,178,163,159,0,0,0,PRG
9/2/2025,564,3089,1714,1938,0,0,0,PR
9/2/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
9/2/2025,0,0,0,0,0,0,0,PLAZUELA
9/2/2025,191,289,230,250,0,0,0,CM
9/2/2025,59,328,178,208,0,0,0,CDT
9/2/2025,131,187,155,163,0,0,0,BSD
9/2/2025,0,0,0,0,0,0,0,ASEAN
9/2/2025,13,948,543,418,0,0,0,ALITAPTAP
9/2/2025,521,3974,2270,2225,0,0,0,FS
9/2/2025,9,172,89,93,0,0,0,MDI
10/2/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
10/2/2025,0,0,0,0,0,0,0,RIVERWALK
10/2/2025,776,1543,1104,1215,0,0,0,PSL
10/2/2025,145,178,163,159,0,0,0,PRG
10/2/2025,564,3089,1714,1938,0,0,0,PR
10/2/2025,0,0,0,0,0,0,0,PLAZUELA
10/2/2025,9,172,89,93,0,0,0,MDI
10/2/2025,191,289,230,250,0,0,0,CM
10/2/2025,59,328,178,208,0,0,0,CDT
10/2/2025,131,187,155,163,0,0,0,BSD
10/2/2025,0,0,0,0,0,0,0,ASEAN
10/2/2025,13,948,543,418,0,0,0,ALITAPTAP
10/2/2025,521,3974,2270,2225,0,0,0,FS
11/2/2025,0,0,0,0,0,0,0,RIVERWALK
11/2/2025,776,1543,1104,1215,0,0,0,PSL
11/2/2025,145,178,163,159,0,0,0,PRG
11/2/2025,564,3089,1714,1938,0,0,0,PR
11/2/2025,0,0,0,0,0,0,0,PLAZUELA
11/2/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
11/2/2025,9,172,89,93,0,0,0,MDI
11/2/2025,191,289,230,250,0,0,0,CM
11/2/2025,59,328,178,208,0,0,0,CDT
11/2/2025,131,187,155,163,0,0,0,BSD
11/2/2025,0,0,0,0,0,0,0,ASEAN
11/2/2025,13,948,543,418,0,0,0,ALITAPTAP
11/2/2025,521,3974,2270,2225,0,0,0,FS
12/2/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
12/2/2025,776,1543,1104,1215,0,0,0,PSL
12/2/2025,145,178,163,159,0,0,0,PRG
12/2/2025,564,3089,1714,1938,0,0,0,PR
12/2/2025,0,0,0,0,0,0,0,PLAZUELA
12/2/2025,9,172,89,93,0,0,0,MDI
12/2/2025,0,0,0,0,0,0,0,RIVERWALK
12/2/2025,191,289,230,250,0,0,0,CM
12/2/2025,59,328,178,208,0,0,0,CDT
12/2/2025,131,187,155,163,0,0,0,BSD
12/2/2025,0,0,0,0,0,0,0,ASEAN
12/2/2025,13,948,543,418,0,0,0,ALITAPTAP
12/2/2025,521,3974,2270,2225,0,0,0,FS
13/02/2025,0,0,0,0,0,0,0,RIVERWALK
13/02/2025,776,1543,1104,1215,0,0,0,PSL
13/02/2025,145,178,163,159,0,0,0,PRG
13/02/2025,564,3089,1714,1938,0,0,0,PR
13/02/2025,0,0,0,0,0,0,0,PLAZUELA
13/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
13/02/2025,0,0,0,0,0,0,0,ASEAN
13/02/2025,521,3974,2270,2225,0,0,0,FS
13/02/2025,191,289,230,249,0,0,0,CM
13/02/2025,59,328,178,208,0,0,0,CDT
13/02/2025,131,187,155,163,0,0,0,BSD
13/02/2025,9,172,89,93,0,0,0,MDI
13/02/2025,13,948,543,418,0,0,0,ALITAPTAP
14/02/2025,776,1543,1104,1215,0,0,0,PSL
14/02/2025,145,178,163,159,0,0,0,PRG
14/02/2025,564,3088,1714,1938,0,0,0,PR
14/02/2025,0,0,0,0,0,0,0,PLAZUELA
14/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
14/02/2025,9,172,89,93,0,0,0,MDI
14/02/2025,0,0,0,0,0,0,0,RIVERWALK
14/02/2025,191,289,230,249,0,0,0,CM
14/02/2025,58,328,178,208,0,0,0,CDT
14/02/2025,131,187,155,163,0,0,0,BSD
14/02/2025,0,0,0,0,0,0,0,ASEAN
14/02/2025,13,948,543,418,0,0,0,ALITAPTAP
14/02/2025,521,3974,2270,2225,0,0,0,FS
15/02/2025,0,0,0,0,0,0,0,RIVERWALK
15/02/2025,776,1543,1104,1215,0,0,0,PSL
15/02/2025,145,178,163,159,0,0,0,PRG
15/02/2025,563,3088,1714,1938,0,0,0,PR
15/02/2025,0,0,0,0,0,0,0,PLAZUELA
15/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
15/02/2025,9,172,89,93,0,0,0,MDI
15/02/2025,191,289,230,249,0,0,0,CM
15/02/2025,58,328,178,208,0,0,0,CDT
15/02/2025,131,187,155,163,0,0,0,BSD
15/02/2025,0,0,0,0,0,0,0,ASEAN
15/02/2025,13,948,543,418,0,0,0,ALITAPTAP
15/02/2025,521,3974,2270,2225,0,0,0,FS
16/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
16/02/2025,776,1543,1104,1215,0,0,0,PSL
16/02/2025,145,178,163,159,0,0,0,PRG
16/02/2025,563,3088,1714,1938,0,0,0,PR
16/02/2025,0,0,0,0,0,0,0,PLAZUELA
16/02/2025,9,172,89,93,0,0,0,MDI
16/02/2025,0,0,0,0,0,0,0,RIVERWALK
16/02/2025,190,289,230,249,0,0,0,CM
16/02/2025,58,328,178,208,0,0,0,CDT
16/02/2025,131,187,155,163,0,0,0,BSD
16/02/2025,0,0,0,0,0,0,0,ASEAN
16/02/2025,13,948,543,418,0,0,0,ALITAPTAP
16/02/2025,521,3974,2270,2225,0,0,0,FS
17/02/2025,0,0,0,0,0,0,0,RIVERWALK
17/02/2025,776,1543,1104,1215,0,0,0,PSL
17/02/2025,145,178,163,159,0,0,0,PRG
17/02/2025,563,3088,1714,1938,0,0,0,PR
17/02/2025,0,0,0,0,0,0,0,PLAZUELA
17/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
17/02/2025,9,172,89,92,0,0,0,MDI
17/02/2025,521,3974,2270,2225,0,0,0,FS
17/02/2025,190,289,230,249,0,0,0,CM
17/02/2025,58,328,178,208,0,0,0,CDT
17/02/2025,131,187,155,163,0,0,0,BSD
17/02/2025,0,0,0,0,0,0,0,ASEAN
17/02/2025,13,948,543,418,0,0,0,ALITAPTAP
18/02/2025,776,1543,1104,1215,0,0,0,PSL
18/02/2025,145,178,163,159,0,0,0,PRG
18/02/2025,563,3088,1714,1938,0,0,0,PR
18/02/2025,0,0,0,0,0,0,0,PLAZUELA
18/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
18/02/2025,9,172,89,92,0,0,0,MDI
18/02/2025,0,0,0,0,0,0,0,RIVERWALK
18/02/2025,190,289,230,249,0,0,0,CM
18/02/2025,58,328,178,208,0,0,0,CDT
18/02/2025,131,187,155,163,0,0,0,BSD
18/02/2025,0,0,0,0,0,0,0,ASEAN
18/02/2025,13,948,543,418,0,0,0,ALITAPTAP
18/02/2025,521,3974,2270,2225,0,0,0,FS
19/02/2025,776,1543,1104,1215,0,0,0,PSL
19/02/2025,144,178,163,159,0,0,0,PRG
19/02/2025,563,3088,1714,1938,0,0,0,PR
19/02/2025,0,0,0,0,0,0,0,PLAZUELA
19/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
19/02/2025,0,0,0,0,0,0,0,RIVERWALK
19/02/2025,9,172,88,92,0,0,0,MDI
19/02/2025,190,289,230,249,0,0,0,CM
19/02/2025,58,328,178,208,0,0,0,CDT
19/02/2025,131,187,155,163,0,0,0,BSD
19/02/2025,0,0,0,0,0,0,0,ASEAN
19/02/2025,13,948,543,418,0,0,0,ALITAPTAP
19/02/2025,521,3974,2270,2225,0,0,0,FS
20/02/2025,0,0,0,0,0,0,0,RIVERWALK
20/02/2025,776,1543,1104,1215,0,0,0,PSL
20/02/2025,144,178,163,159,0,0,0,PRG
20/02/2025,563,3088,1714,1938,0,0,0,PR
20/02/2025,0,0,0,0,0,0,0,PLAZUELA
20/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
20/02/2025,521,3974,2270,2225,0,0,0,FS
20/02/2025,190,289,230,249,0,0,0,CM
20/02/2025,58,328,178,208,0,0,0,CDT
20/02/2025,131,187,155,163,0,0,0,BSD
20/02/2025,0,0,0,0,0,0,0,ASEAN
20/02/2025,13,948,543,418,0,0,0,ALITAPTAP
20/02/2025,9,172,88,92,0,0,0,MDI
21/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
21/02/2025,776,1543,1104,1215,0,0,0,PSL
21/02/2025,144,178,163,159,0,0,0,PRG
21/02/2025,563,3088,1714,1938,0,0,0,PR
21/02/2025,0,0,0,0,0,0,0,PLAZUELA
21/02/2025,0,0,0,0,0,0,0,RIVERWALK
21/02/2025,9,172,88,92,0,0,0,MDI
21/02/2025,190,289,230,249,0,0,0,CM
21/02/2025,58,328,178,208,0,0,0,CDT
21/02/2025,131,187,155,163,0,0,0,BSD
21/02/2025,0,0,0,0,0,0,0,ASEAN
21/02/2025,13,948,543,417,0,0,0,ALITAPTAP
21/02/2025,521,3974,2270,2225,0,0,0,FS
22/02/2025,0,0,0,0,0,0,0,RIVERWALK
22/02/2025,776,1543,1104,1215,0,0,0,PSL
22/02/2025,144,178,163,159,0,0,0,PRG
22/02/2025,563,3088,1714,1938,0,0,0,PR
22/02/2025,0,0,0,0,0,0,0,PLAZUELA
22/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
22/02/2025,9,172,88,92,0,0,0,MDI
22/02/2025,521,3974,2270,2225,0,0,0,FS
22/02/2025,190,289,230,249,0,0,0,CM
22/02/2025,58,328,178,208,0,0,0,CDT
22/02/2025,131,187,155,163,0,0,0,BSD
22/02/2025,0,0,0,0,0,0,0,ASEAN
22/02/2025,13,948,543,417,0,0,0,ALITAPTAP
23/02/2025,0,0,0,0,0,0,0,RIVERWALK
23/02/2025,776,1543,1104,1215,0,0,0,PSL
23/02/2025,144,178,163,159,0,0,0,PRG
23/02/2025,563,3088,1714,1938,0,0,0,PR
23/02/2025,0,0,0,0,0,0,0,PLAZUELA
23/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
23/02/2025,9,172,88,92,0,0,0,MDI
23/02/2025,521,3974,2270,2225,0,0,0,FS
23/02/2025,190,289,230,249,0,0,0,CM
23/02/2025,58,328,178,208,0,0,0,CDT
23/02/2025,131,187,154,163,0,0,0,BSD
23/02/2025,0,0,0,0,0,0,0,ASEAN
23/02/2025,13,948,543,417,0,0,0,ALITAPTAP
24/02/2025,0,0,0,0,0,0,0,RIVERWALK
24/02/2025,776,1543,1104,1215,0,0,0,PSL
24/02/2025,144,177,163,159,0,0,0,PRG
24/02/2025,563,3088,1714,1938,0,0,0,PR
24/02/2025,0,0,0,0,0,0,0,PLAZUELA
24/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
24/02/2025,9,172,88,92,0,0,0,MDI
24/02/2025,521,3974,2270,2225,0,0,0,FS
24/02/2025,190,289,230,249,0,0,0,CM
24/02/2025,58,328,178,208,0,0,0,CDT
24/02/2025,131,187,154,163,0,0,0,BSD
24/02/2025,0,0,0,0,0,0,0,ASEAN
24/02/2025,13,948,543,417,0,0,0,ALITAPTAP
25/02/2025,0,0,0,0,0,0,0,RIVERWALK
25/02/2025,775,1543,1103,1215,0,0,0,PSL
25/02/2025,144,177,163,159,0,0,0,PRG
25/02/2025,563,3088,1714,1938,0,0,0,PR
25/02/2025,0,0,0,0,0,0,0,PLAZUELA
25/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
25/02/2025,9,172,88,92,0,0,0,MDI
25/02/2025,521,3974,2270,2225,0,0,0,FS
25/02/2025,190,289,230,249,0,0,0,CM
25/02/2025,58,328,178,208,0,0,0,CDT
25/02/2025,131,187,154,163,0,0,0,BSD
25/02/2025,0,0,0,0,0,0,0,ASEAN
25/02/2025,13,948,543,417,0,0,0,ALITAPTAP
26/02/2025,0,0,0,0,0,0,0,RIVERWALK
26/02/2025,775,1543,1103,1215,0,0,0,PSL
26/02/2025,144,177,163,159,0,0,0,PRG
26/02/2025,563,3088,1714,1937,0,0,0,PR
26/02/2025,0,0,0,0,0,0,0,PLAZUELA
26/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
26/02/2025,9,172,88,92,0,0,0,MDI
26/02/2025,521,3974,2270,2225,0,0,0,FS
26/02/2025,190,289,230,249,0,0,0,CM
26/02/2025,58,328,178,208,0,0,0,CDT
26/02/2025,130,187,154,163,0,0,0,BSD
26/02/2025,0,0,0,0,0,0,0,ASEAN
26/02/2025,13,948,543,417,0,0,0,ALITAPTAP
27/02/2025,0,0,0,0,0,0,0,RIVERWALK
27/02/2025,775,1543,1103,1215,0,0,0,PSL
27/02/2025,144,177,163,159,0,0,0,PRG
27/02/2025,563,3088,1714,1937,0,0,0,PR
27/02/2025,0,0,0,0,0,0,0,PLAZUELA
27/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
27/02/2025,9,172,88,92,0,0,0,MDI
27/02/2025,520,3974,2270,2225,0,0,0,FS
27/02/2025,190,289,230,249,0,0,0,CM
27/02/2025,58,328,178,208,0,0,0,CDT
27/02/2025,130,187,154,163,0,0,0,BSD
27/02/2025,0,0,0,0,0,0,0,ASEAN
27/02/2025,13,948,543,417,0,0,0,ALITAPTAP
28/02/2025,0,0,0,0,0,0,0,RIVERWALK
28/02/2025,775,1543,1103,1215,0,0,0,PSL
28/02/2025,144,177,163,159,0,0,0,PRG
28/02/2025,563,3088,1714,1937,0,0,0,PR
28/02/2025,0,0,0,0,0,0,0,PLAZUELA
28/02/2025,0,0,0,0,0,0,0,PLAZA_MEXICO
28/02/2025,9,172,88,92,0,0,0,MDI
28/02/2025,520,3974,2270,2225,0,0,0,FS
28/02/2025,190,289,230,249,0,0,0,CM
28/02/2025,58,328,178,208,0,0,0,CDT
28/02/2025,130,187,154,163,0,0,0,BSD
28/02/2025,0,0,0,0,0,0,0,ASEAN
28/02/2025,12,948,543,417,0,0,0,ALITAPTAP
1/3/2025,541,1162,836,867,0,0,0,PSL
1/3/2025,142,200,170,172,0,0,0,PRG
1/3/2025,674,2626,1637,1663,0,455,0,PR
1/3/2025,386,1501,874,1012,0,0,0,PLAZUELA
1/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
1/3/2025,9,87,45,50,0,0,0,MDI
1/3/2025,24,412,230,206,0,0,0,RIVERWALK
1/3/2025,157,228,192,193,0,0,0,CM
1/3/2025,52,281,142,191,0,36,0,CDT
1/3/2025,105,153,129,129,0,0,0,BSD
1/3/2025,110,633,367,376,0,0,0,ASEAN
1/3/2025,17,978,506,489,0,0,0,ALITAPTAP
1/3/2025,552,3176,2103,1625,0,0,0,FS
2/3/2025,24,412,230,206,0,0,0,RIVERWALK
2/3/2025,541,1162,836,867,0,0,0,PSL
2/3/2025,142,200,170,172,0,0,0,PRG
2/3/2025,674,2626,1637,1663,0,454,0,PR
2/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
2/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
2/3/2025,9,87,45,50,0,0,0,MDI
2/3/2025,552,3176,2103,1625,0,0,0,FS
2/3/2025,157,228,192,193,0,0,0,CM
2/3/2025,52,281,142,191,0,36,0,CDT
2/3/2025,105,153,129,129,0,0,0,BSD
2/3/2025,109,633,367,376,0,0,0,ASEAN
2/3/2025,17,978,506,489,0,0,0,ALITAPTAP
3/3/2025,24,412,230,206,0,0,0,RIVERWALK
3/3/2025,541,1162,836,867,0,0,0,PSL
3/3/2025,142,200,170,172,0,0,0,PRG
3/3/2025,674,2626,1637,1663,0,454,0,PR
3/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
3/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
3/3/2025,9,87,45,50,0,0,0,MDI
3/3/2025,552,3175,2103,1624,0,0,0,FS
3/3/2025,157,228,192,193,0,0,0,CM
3/3/2025,52,281,142,191,0,36,0,CDT
3/3/2025,105,153,129,129,0,0,0,BSD
3/3/2025,109,633,367,376,0,0,0,ASEAN
3/3/2025,17,978,506,489,0,0,0,ALITAPTAP
4/3/2025,24,412,230,206,0,0,0,RIVERWALK
4/3/2025,541,1162,836,867,0,0,0,PSL
4/3/2025,142,200,170,172,0,0,0,PRG
4/3/2025,674,2626,1637,1663,0,454,0,PR
4/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
4/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
4/3/2025,9,87,45,50,0,0,0,MDI
4/3/2025,552,3175,2103,1624,0,0,0,FS
4/3/2025,157,228,192,193,0,0,0,CM
4/3/2025,52,281,142,191,0,36,0,CDT
4/3/2025,105,153,129,129,0,0,0,BSD
4/3/2025,109,633,367,376,0,0,0,ASEAN
4/3/2025,17,978,506,489,0,0,0,ALITAPTAP
5/3/2025,541,1162,836,867,0,0,0,PSL
5/3/2025,142,200,170,172,0,0,0,PRG
5/3/2025,674,2625,1637,1663,0,454,0,PR
5/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
5/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
5/3/2025,9,86,45,50,0,0,0,MDI
5/3/2025,24,412,230,206,0,0,0,RIVERWALK
5/3/2025,157,228,192,192,0,0,0,CM
5/3/2025,52,281,142,191,0,36,0,CDT
5/3/2025,105,153,129,129,0,0,0,BSD
5/3/2025,109,633,367,376,0,0,0,ASEAN
5/3/2025,17,978,506,489,0,0,0,ALITAPTAP
5/3/2025,552,3175,2103,1624,0,0,0,FS
6/3/2025,24,412,230,206,0,0,0,RIVERWALK
6/3/2025,541,1162,836,867,0,0,0,PSL
6/3/2025,142,200,170,172,0,0,0,PRG
6/3/2025,674,2625,1637,1663,0,454,0,PR
6/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
6/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
6/3/2025,9,86,45,50,0,0,0,MDI
6/3/2025,552,3175,2103,1624,0,0,0,FS
6/3/2025,157,228,192,192,0,0,0,CM
6/3/2025,52,281,142,191,0,36,0,CDT
6/3/2025,105,153,129,129,0,0,0,BSD
6/3/2025,109,633,367,376,0,0,0,ASEAN
6/3/2025,17,978,506,489,0,0,0,ALITAPTAP
7/3/2025,541,1162,836,867,0,0,0,PSL
7/3/2025,142,200,170,172,0,0,0,PRG
7/3/2025,674,2625,1637,1663,0,454,0,PR
7/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
7/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
7/3/2025,9,86,45,50,0,0,0,MDI
7/3/2025,24,412,230,206,0,0,0,RIVERWALK
7/3/2025,157,228,192,192,0,0,0,CM
7/3/2025,52,281,142,191,0,36,0,CDT
7/3/2025,105,153,129,129,0,0,0,BSD
7/3/2025,109,633,367,376,0,0,0,ASEAN
7/3/2025,17,978,506,489,0,0,0,ALITAPTAP
7/3/2025,552,3175,2103,1624,0,0,0,FS
8/3/2025,541,1162,836,867,0,0,0,PSL
8/3/2025,142,200,170,172,0,0,0,PRG
8/3/2025,674,2625,1637,1663,0,454,0,PR
8/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
8/3/2025,40,715,459,296,0,0,0,PLAZA_MEXICO
8/3/2025,8,86,45,50,0,0,0,MDI
8/3/2025,24,412,230,206,0,0,0,RIVERWALK
8/3/2025,157,228,192,192,0,0,0,CM
8/3/2025,52,281,142,191,0,36,0,CDT
8/3/2025,105,153,129,129,0,0,0,BSD
8/3/2025,109,633,367,376,0,0,0,ASEAN
8/3/2025,17,978,506,489,0,0,0,ALITAPTAP
8/3/2025,552,3175,2103,1624,0,0,0,FS
9/3/2025,24,412,230,206,0,0,0,RIVERWALK
9/3/2025,541,1162,835,867,0,0,0,PSL
9/3/2025,142,200,170,172,0,0,0,PRG
9/3/2025,674,2625,1637,1663,0,454,0,PR
9/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
9/3/2025,40,715,459,295,0,0,0,PLAZA_MEXICO
9/3/2025,8,86,45,50,0,0,0,MDI
9/3/2025,157,228,192,192,0,0,0,CM
9/3/2025,52,281,142,191,0,36,0,CDT
9/3/2025,105,153,129,129,0,0,0,BSD
9/3/2025,109,633,367,375,0,0,0,ASEAN
9/3/2025,17,978,506,489,0,0,0,ALITAPTAP
9/3/2025,552,3175,2103,1624,0,0,0,FS
10/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
10/3/2025,24,412,229,206,0,0,0,RIVERWALK
10/3/2025,541,1162,835,867,0,0,0,PSL
10/3/2025,142,200,170,172,0,0,0,PRG
10/3/2025,674,2625,1637,1663,0,454,0,PR
10/3/2025,40,715,459,295,0,0,0,PLAZA_MEXICO
10/3/2025,105,153,128,129,0,0,0,BSD
10/3/2025,552,3175,2103,1624,0,0,0,FS
10/3/2025,17,978,506,489,0,0,0,ALITAPTAP
10/3/2025,109,633,367,375,0,0,0,ASEAN
10/3/2025,8,86,45,50,0,0,0,MDI
10/3/2025,52,281,142,191,0,36,0,CDT
10/3/2025,157,228,192,192,0,0,0,CM
11/3/2025,24,412,229,206,0,0,0,RIVERWALK
11/3/2025,541,1161,835,867,0,0,0,PSL
11/3/2025,142,200,170,172,0,0,0,PRG
11/3/2025,674,2625,1637,1663,0,454,0,PR
11/3/2025,40,715,459,295,0,0,0,PLAZA_MEXICO
11/3/2025,8,86,45,50,0,0,0,MDI
11/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
11/3/2025,157,228,192,192,0,0,0,CM
11/3/2025,52,281,142,191,0,36,0,CDT
11/3/2025,105,153,128,129,0,0,0,BSD
11/3/2025,109,633,367,375,0,0,0,ASEAN
11/3/2025,17,978,506,489,0,0,0,ALITAPTAP
11/3/2025,552,3175,2103,1624,0,0,0,FS
12/3/2025,386,1500,874,1012,0,0,0,PLAZUELA
12/3/2025,24,412,229,206,0,0,0,RIVERWALK
12/3/2025,541,1161,835,867,0,0,0,PSL
12/3/2025,142,200,170,172,0,0,0,PRG
12/3/2025,674,2625,1637,1663,0,454,0,PR
12/3/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
12/3/2025,109,633,367,375,0,0,0,ASEAN
12/3/2025,552,3175,2103,1624,0,0,0,FS
12/3/2025,157,228,192,192,0,0,0,CM
12/3/2025,52,281,142,191,0,36,0,CDT
12/3/2025,105,153,128,129,0,0,0,BSD
12/3/2025,17,978,506,489,0,0,0,ALITAPTAP
12/3/2025,8,86,44,50,0,0,0,MDI
13/03/2025,386,1500,874,1012,0,0,0,PLAZUELA
13/03/2025,24,412,229,206,0,0,0,RIVERWALK
13/03/2025,541,1161,835,867,0,0,0,PSL
13/03/2025,142,200,170,172,0,0,0,PRG
13/03/2025,674,2625,1637,1663,0,454,0,PR
13/03/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
13/03/2025,109,633,367,375,0,0,0,ASEAN
13/03/2025,552,3175,2103,1624,0,0,0,FS
13/03/2025,157,228,192,192,0,0,0,CM
13/03/2025,52,281,142,191,0,36,0,CDT
13/03/2025,105,153,128,129,0,0,0,BSD
13/03/2025,17,978,506,489,0,0,0,ALITAPTAP
13/03/2025,8,86,44,50,0,0,0,MDI
14/03/2025,24,412,229,206,0,0,0,RIVERWALK
14/03/2025,541,1161,835,867,0,0,0,PSL
14/03/2025,142,200,169,172,0,0,0,PRG
14/03/2025,674,2625,1637,1662,0,454,0,PR
14/03/2025,386,1500,874,1012,0,0,0,PLAZUELA
14/03/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
14/03/2025,8,86,44,50,0,0,0,MDI
14/03/2025,156,228,192,192,0,0,0,CM
14/03/2025,52,281,142,191,0,36,0,CDT
14/03/2025,105,153,128,129,0,0,0,BSD
14/03/2025,109,633,367,375,0,0,0,ASEAN
14/03/2025,17,978,506,489,0,0,0,ALITAPTAP
14/03/2025,552,3175,2103,1624,0,0,0,FS
15/03/2025,386,1500,874,1012,0,0,0,PLAZUELA
15/03/2025,24,411,229,206,0,0,0,RIVERWALK
15/03/2025,541,1161,835,867,0,0,0,PSL
15/03/2025,142,200,169,172,0,0,0,PRG
15/03/2025,674,2625,1637,1662,0,454,0,PR
15/03/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
15/03/2025,109,633,367,375,0,0,0,ASEAN
15/03/2025,551,3175,2102,1624,0,0,0,FS
15/03/2025,17,978,506,489,0,0,0,ALITAPTAP
15/03/2025,105,153,128,129,0,0,0,BSD
15/03/2025,8,86,44,50,0,0,0,MDI
15/03/2025,156,227,192,192,0,0,0,CM
15/03/2025,52,281,142,191,0,35,0,CDT
16/03/2025,386,1500,874,1012,0,0,0,PLAZUELA
16/03/2025,24,411,229,206,0,0,0,RIVERWALK
16/03/2025,541,1161,835,867,0,0,0,PSL
16/03/2025,142,200,169,172,0,0,0,PRG
16/03/2025,674,2625,1637,1662,0,454,0,PR
16/03/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
16/03/2025,8,86,44,50,0,0,0,MDI
16/03/2025,551,3175,2102,1624,0,0,0,FS
16/03/2025,156,227,192,192,0,0,0,CM
16/03/2025,52,281,142,191,0,35,0,CDT
16/03/2025,105,153,128,129,0,0,0,BSD
16/03/2025,109,633,367,375,0,0,0,ASEAN
16/03/2025,17,978,506,489,0,0,0,ALITAPTAP
17/03/2025,541,1161,835,867,0,0,0,PSL
17/03/2025,142,200,169,172,0,0,0,PRG
17/03/2025,674,2625,1637,1662,0,454,0,PR
17/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
17/03/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
17/03/2025,24,411,229,206,0,0,0,RIVERWALK
17/03/2025,8,86,44,50,0,0,0,MDI
17/03/2025,156,227,192,192,0,0,0,CM
17/03/2025,52,281,142,191,0,35,0,CDT
17/03/2025,105,152,128,129,0,0,0,BSD
17/03/2025,109,633,367,375,0,0,0,ASEAN
17/03/2025,17,978,506,489,0,0,0,ALITAPTAP
17/03/2025,551,3175,2102,1624,0,0,0,FS
18/03/2025,24,411,229,206,0,0,0,RIVERWALK
18/03/2025,541,1161,835,867,0,0,0,PSL
18/03/2025,142,200,169,172,0,0,0,PRG
18/03/2025,674,2625,1637,1662,0,454,0,PR
18/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
18/03/2025,39,715,459,295,0,0,0,PLAZA_MEXICO
18/03/2025,8,86,44,50,0,0,0,MDI
18/03/2025,156,227,192,192,0,0,0,CM
18/03/2025,52,281,142,191,0,35,0,CDT
18/03/2025,105,152,128,129,0,0,0,BSD
18/03/2025,109,633,367,375,0,0,0,ASEAN
18/03/2025,17,978,506,489,0,0,0,ALITAPTAP
18/03/2025,551,3175,2102,1624,0,0,0,FS
19/03/2025,385,1500,874,1012,0,0,0,PLAZUELA
19/03/2025,24,411,229,206,0,0,0,RIVERWALK
19/03/2025,541,1161,835,867,0,0,0,PSL
19/03/2025,142,199,169,172,0,0,0,PRG
19/03/2025,674,2625,1636,1662,0,454,0,PR
19/03/2025,39,714,459,295,0,0,0,PLAZA_MEXICO
19/03/2025,109,633,367,375,0,0,0,ASEAN
